TripId,Clientid,Status,ProviderType,Outcome,Tripdate,RequestTime,PromiseTime,ProviderId,APtime,APtime1,ADtime,Anchor,PickCounty,PickZip,DropCounty,DropZip,TripMiles
9248,49691,S,E-Hail,Authorized,2022-04-01,21:00,20:59,STA,20:54,20:49,21:01,P,Bronx,10472,Bronx,10460,0.4699999988079071
9253,46346,S,Broker,Authorized,2022-04-01,13:00,13:00,VBG,13:18,13:10,13:50,P,New York,10029,Bronx,10462,8.149999618530273
9259,14851,S,Primary,Completed,2022-04-01,16:00,16:00,GVC,16:07,15:58,16:49,P,Bronx,10454,Bronx,10457,2.2100000381469727
9260,28898,S,Primary,Completed,2022-04-01,10:00,10:00,MAG,10:21,10:19,11:01,P,Richmond,10308,Kings,11224,14.319999694824219
9268,4968,CX,E-Hail,Early Cancel,2022-04-01,08:30,09:22,,00:00,00:00,00:00,P,Kings County,11233,Nassau County,11581,0.0
9277,41981,CX,E-Hail,Early Cancel,2022-04-01,17:48,17:47,,00:00,00:00,00:00,P,New York,10016,Queens,11416,0.0
9284,58570,FA1,E-Hail,Customer Refusal,2022-04-01,10:00,09:30,,00:00,00:00,00:00,P,New York,10022,New York,10010,0.0
9293,23806,S,E-Hail,Authorized,2022-04-01,21:00,21:00,LIS,00:00,00:00,00:00,P,Bronx,10457,Richmond,10309,38.47999954223633
9298,50690,FA1,E-Hail,Customer Refusal,2022-04-01,09:28,10:22,,00:00,00:00,00:00,P,Queens,11355,Queens,11435,0.0
9318,8086,TAXI,E-Hail,Authorized,2022-04-01,12:00,00:00,,00:00,00:00,00:00,P,Bronx,10457,Bronx,10453,0.0
9319,13666,CX,E-Hail,Early Cancel,2022-04-01,08:30,08:30,,00:00,00:00,00:00,P,Kings,11234,Kings,11230,0.0
9323,57263,FA1,E-Hail,Customer Refusal,2022-04-01,12:15,12:31,,00:00,00:00,00:00,P,Queens,11428,Queens,11355,0.0
9334,21111,FA1,E-Hail,Customer Refusal,2022-04-01,09:00,08:08,,00:00,00:00,00:00,P,Kings,11233,Kings,11234,0.0
9347,32892,S,Primary,Completed,2022-04-01,07:00,07:00,MVT,06:59,06:58,07:42,P,Kings County,11233,New York,10038,6.369999885559082
10185,49083,S,E-Hail,Authorized,2022-04-01,12:00,12:53,ISA,00:00,00:00,13:38,P,Richmond,10314,Richmond,10303,1.1299999952316284
10192,53883,FA1,E-Hail,Customer Refusal,2022-04-01,21:59,22:53,,00:00,00:00,00:00,P,New York,10010,Queens,11423,0.0
10193,55072,FA1,E-Hail,Customer Refusal,2022-04-01,07:30,08:05,,00:00,00:00,00:00,P,New York,10023,Bronx,10469,0.0
10201,53280,S,Broker,Authorized,2022-04-01,05:45,06:04,VBG,06:15,06:11,06:35,P,Kings,11212,Kings,11225,2.7699999809265137
10210,48153,CX,E-Hail,Early Cancel,2022-04-01,14:30,00:00,,00:00,00:00,00:00,P,New York,10010,New York,10016,0.0
10234,46157,FA1,E-Hail,Customer Refusal,2022-04-01,10:00,10:39,,00:00,00:00,00:00,P,New York,10039,New York,10026,0.0
10242,3512,S,Primary,Completed,2022-04-01,12:30,12:30,MAG,12:30,00:00,13:11,P,New York,10024,New York,10014,4.869999885559082
10251,46560,DELETED,Deleted,Fixed Route-Exclude,2022-04-01,15:00,00:00,,00:00,00:00,00:00,P,Kings,11234,Kings,11239,0.0
10259,42719,S,Broker,Authorized,2022-04-01,05:40,05:40,VBG,05:44,05:31,06:41,P,Kings,11226,Bronx,10461,20.260000228881836
10261,55535,FA1,E-Hail,Customer Refusal,2022-04-01,10:00,10:42,,00:00,00:00,00:00,P,New York,10029,Bronx,10473,0.0
10265,46157,TAXI,E-Hail,Authorized,2022-04-01,13:00,00:00,,00:00,00:00,00:00,P,New York,10026,New York,10039,0.0
10284,57282,FA1,E-Hail,Customer Refusal,2022-04-01,15:05,14:26,,00:00,00:00,00:00,P,Bronx,10454,Bronx,10455,0.0
10297,50148,FA1,E-Hail,Customer Refusal,2022-04-01,16:00,15:05,,00:00,00:00,00:00,P,Bronx,10458,Queens,11377,0.0
10307,55659,FA1,E-Hail,Customer Refusal,2022-04-01,12:00,12:28,,00:00,00:00,00:00,P,Bronx,10467,Bronx,10467,0.0
10308,52761,FA1,E-Hail,Customer Refusal,2022-04-01,15:55,15:14,,00:00,00:00,00:00,P,New York,10024,Bronx,10452,0.0
10312,55659,FA1,E-Hail,Customer Refusal,2022-04-01,12:01,11:32,,00:00,00:00,00:00,P,Bronx,10467,Bronx,10467,0.0
10334,36363,S,Broker,Authorized,2022-04-01,12:00,11:21,VBG,11:54,11:52,12:03,A,Queens,11435,Queens,11375,1.3600000143051147
10350,37279,FA1,E-Hail,Customer Refusal,2022-04-01,17:00,17:15,,00:00,00:00,00:00,P,Kings,11201,Kings County,11205,0.0
10373,4969,FA1,E-Hail,Customer Refusal,2022-04-01,09:40,08:53,,00:00,00:00,00:00,P,Bronx,10457,Bronx,10455,0.0
10374,54000,FA1,E-Hail,Customer Refusal,2022-04-01,10:50,11:23,,00:00,00:00,00:00,P,New York,10028,New York,10035,0.0
10381,26256,S,Broker,Authorized,2022-04-01,05:50,05:50,VBG,05:46,05:44,06:19,P,Bronx,10461,Queens,11105,9.460000038146973
10394,21201,CX,E-Hail,Early Cancel,2022-04-01,13:30,12:47,,00:00,00:00,00:00,P,New York County,10038,Kings County,11207,0.0
10395,4969,S,Primary,Completed,2022-04-01,08:55,08:55,GVC,08:59,08:54,09:47,P,Bronx,10457,Bronx,10455,4.03000020980835
10396,54000,FA1,E-Hail,Customer Refusal,2022-04-01,11:00,10:24,,00:00,00:00,00:00,P,New York,10028,New York,10035,0.0
10412,25410,S,Broker,Authorized,2022-04-01,11:30,11:30,VBI,11:29,11:27,12:11,P,New York,10010,New York,10025,4.579999923706055
10415,52031,FA1,E-Hail,Customer Refusal,2022-04-01,19:59,19:18,,00:00,00:00,00:00,P,New York,10024,Bronx,10452,0.0
10424,37339,FA1,E-Hail,Customer Refusal,2022-04-01,14:30,13:54,,00:00,00:00,00:00,P,New York,10031,New York,10027,0.0
10425,56229,FA1,E-Hail,Customer Refusal,2022-04-01,09:30,10:22,,00:00,00:00,00:00,P,New York,10009,New York,10010,0.0
10432,52020,S,Broker,Authorized,2022-04-01,15:00,15:03,VBG,13:54,13:54,14:36,P,Queens,11362,Kings,11221,16.239999771118164
10445,591,S,Broker,Authorized,2022-04-01,16:30,16:30,VBH,16:36,16:32,18:11,P,Kings,11214,New York,10024,16.200000762939453
10463,51878,S,E-Hail,Authorized,2022-04-01,11:30,11:30,ISA,11:19,11:15,11:29,P,Richmond,10301,Richmond,10304,2.0799999237060547
10477,48550,S,Broker,Authorized,2022-04-01,15:15,15:15,VBG,15:05,14:23,15:20,P,Kings,11214,Kings,11224,1.2200000286102295
10482,56229,FA1,E-Hail,Customer Refusal,2022-04-01,12:35,11:40,,00:00,00:00,00:00,P,New York,10010,New York,10009,0.0
10498,3448,S,Broker,Authorized,2022-04-01,08:50,08:55,VBG,09:07,09:02,09:41,P,Bronx,10460,New York,10075,7.760000228881836
10505,8496,CX,E-Hail,Early Cancel,2022-04-01,08:00,08:02,,00:00,00:00,00:00,P,Richmond,10309,Richmond,10309,0.0
10525,10553,FA1,E-Hail,Customer Refusal,2022-04-01,10:00,10:50,,00:00,00:00,00:00,P,Bronx,10459,Bronx,10452,0.0
10527,41379,S,Primary,Completed,2022-04-01,22:15,22:14,PTC,21:57,21:57,22:41,P,New York,10014,Richmond,10301,16.989999771118164
4753,51951,FA1,E-Hail,Customer Refusal,2022-04-01,10:00,09:12,,00:00,00:00,00:00,P,Kings,11226,Kings,11230,0.0
4763,17835,CX,E-Hail,Early Cancel,2022-04-01,11:30,11:36,,00:00,00:00,00:00,P,Kings,11207,New York,10036,0.0
4773,21668,FA1,E-Hail,Customer Refusal,2022-04-01,06:15,05:30,,00:00,00:00,00:00,P,Bronx,10475,New York,10025,0.0
4780,45752,S,Primary,Completed,2022-04-01,06:05,06:05,MVT,06:16,06:16,07:20,P,Richmond,10303,Queens,11385,21.950000762939453
4799,42123,FA1,E-Hail,Customer Refusal,2022-04-01,06:38,06:38,,00:00,00:00,00:00,P,New York,10037,New York,10010,0.0
4804,21246,S,Primary,Completed,2022-04-01,09:50,09:52,MVT,10:04,10:02,10:20,P,Richmond,10301,Richmond,10314,2.2699999809265137
4813,2339,FA1,E-Hail,Customer Refusal,2022-04-01,12:00,11:12,,00:00,00:00,00:00,P,Kings,11236,New York,10044,0.0
4821,35975,S,Broker,Authorized,2022-04-01,05:30,05:30,VBG,05:38,05:35,06:11,P,Bronx,10451,New York,10019,6.739999771118164
4827,50013,CX,E-Hail,Early Cancel,2022-04-01,14:00,14:00,,00:00,00:00,00:00,P,New York,10005,New York,10029,0.0
4828,3877,S,Primary,Completed,2022-04-01,11:15,11:16,GVC,11:17,11:13,11:29,P,New York,10003,New York,10011,0.7400000095367432
4839,17835,S,Primary,Completed,2022-04-01,17:01,17:01,MVP,17:37,17:33,17:51,P,New York,10036,New York,10011,1.6399999856948853
4849,27715,S,E-Hail,Authorized,2022-04-01,07:30,07:30,STA,07:28,07:02,07:37,P,Bronx,10462,Bronx,10460,1.100000023841858
4853,28321,S,Broker,Authorized,2022-04-01,06:45,06:45,VBG,06:43,06:19,06:49,P,Queens,11377,Queens,11101,1.7000000476837158
4860,9750,S,Primary,Completed,2022-04-01,09:30,09:29,GVC,09:38,09:35,09:55,P,Bronx,10472,Bronx,10462,1.059999942779541
4875,38371,S,Broker,Authorized,2022-04-01,06:15,06:15,VBH,06:11,05:46,06:36,P,Kings,11222,New York,10027,7.769999980926514
4882,41802,S,E-Hail,Authorized,2022-04-01,06:15,06:15,ARA,06:08,05:51,06:24,P,New York,10027,Kings,11208,13.359999656677246
4891,43222,S,Broker,Authorized,2022-04-01,06:30,06:29,VBH,06:55,06:52,07:22,P,Bronx,10452,New York,10010,9.1899995803833
4893,38137,FA1,E-Hail,Customer Refusal,2022-04-01,06:30,05:35,,00:00,00:00,00:00,P,New York,10029,Bronx,10451,0.0
4912,9755,S,Broker,Authorized,2022-04-01,10:00,10:12,VBG,10:37,10:35,11:20,P,Bronx,10473,New York,10010,12.489999771118164
4926,47460,TAXI,E-Hail,Authorized,2022-04-01,09:00,00:00,,00:00,00:00,00:00,P,Bronx,10462,Bronx,10461,0.0
4933,52062,S,Broker,Authorized,2022-04-01,20:00,20:00,VBG,20:17,20:07,20:34,P,Kings,11212,Kings,11203,2.0
4950,38137,S,Broker,Authorized,2022-04-01,05:40,06:33,VBG,06:39,06:39,06:55,P,New York,10029,Bronx,10451,3.619999885559082
4955,2204,FA1,E-Hail,Customer Refusal,2022-04-01,13:40,12:45,,00:00,00:00,00:00,P,Queens,11433,Queens,11364,0.0
4973,31334,S,Primary,Completed,2022-04-01,18:30,18:45,GVC,18:54,18:54,19:05,P,Queens,11004,Nassau,11042,2.0299999713897705
4979,21319,S,Primary,Completed,2022-04-01,07:15,07:15,GVC,07:15,07:14,07:35,P,New York,10027,New York,10040,4.489999771118164
4986,16952,FA1,E-Hail,Customer Refusal,2022-04-01,13:00,12:19,,00:00,00:00,00:00,P,Bronx,10468,Bronx,10454,0.0
4993,12508,S,E-Hail,Authorized,2022-04-01,05:45,05:44,ISA,06:01,06:00,06:16,P,Richmond County,10304,Richmond County,10314,5.659999847412109
5002,18046,S,E-Hail,Authorized,2022-04-01,13:00,13:00,STA,13:06,12:45,13:22,P,Bronx,10475,Bronx,10462,3.1600000858306885
5006,30392,FA1,E-Hail,Customer Refusal,2022-04-01,04:30,03:36,,00:00,00:00,00:00,P,Queens,11434,New York,10029,0.0
5012,30392,FA1,E-Hail,Customer Refusal,2022-04-01,04:35,03:40,,00:00,00:00,00:00,P,Queens,11434,New York,10029,0.0
5020,38137,FA1,E-Hail,Customer Refusal,2022-04-01,16:25,17:13,,00:00,00:00,00:00,P,Bronx,10451,New York,10029,0.0
5028,38137,FA1,E-Hail,Customer Refusal,2022-04-01,16:25,17:13,,00:00,00:00,00:00,P,Bronx,10451,New York,10029,0.0
5033,54161,CX,E-Hail,Early Cancel,2022-04-01,11:30,11:17,,00:00,00:00,00:00,P,Kings,11238,Kings,11225,0.0
5034,56222,S,Broker,Authorized,2022-04-01,08:00,07:59,VBG,00:00,08:01,08:33,P,Bronx,10458,Bronx,10455,5.070000171661377
5041,12508,S,Primary,Completed,2022-04-01,20:45,20:45,PTC,20:45,20:45,22:07,P,Bronx County,10463,Richmond County,10304,29.690000534057617
5045,55576,CX,E-Hail,Early Cancel,2022-04-01,16:00,15:05,,00:00,00:00,00:00,P,New York County,10019,Kings County,11207,0.0
5049,50677,CX,E-Hail,Early Cancel,2022-04-01,15:58,16:08,,00:00,00:00,00:00,P,New York,10029,Kings,11234,0.0
8751,2228,FA1,E-Hail,Customer Refusal,2022-04-01,21:20,22:00,,00:00,00:00,00:00,P,New York,10036,Bronx,10452,0.0
8759,42081,NSCNS,Primary,Customer no-show,2022-04-01,07:30,07:30,MVT,07:40,06:18,07:40,P,Richmond,10305,Bronx,10451,0.0
8768,2483,S,Broker,Authorized,2022-04-01,11:00,09:58,VBG,09:55,09:51,10:17,A,Queens County,11418,Queens County,11372,5.429999828338623
8773,1512,FA1,E-Hail,Customer Refusal,2022-04-01,10:40,11:01,,00:00,00:00,00:00,P,Kings,11203-4060,Kings,11229,0.0
8778,8161,FA1,E-Hail,Customer Refusal,2022-04-01,08:30,08:30,,00:00,00:00,00:00,P,Richmond,10306,Richmond,10312,0.0
8779,55260,FA1,E-Hail,Customer Refusal,2022-04-01,17:00,17:49,,00:00,00:00,00:00,P,Bronx,10466,Bronx,10452,0.0
8789,29469,FA1,E-Hail,Customer Refusal,2022-04-01,13:00,13:31,,00:00,00:00,00:00,P,Kings,11206,Kings,11205,0.0
8799,11749,CX,E-Hail,Early Cancel,2022-04-01,08:35,09:04,,00:00,00:00,00:00,P,New York,10001,Bronx,10460,0.0
8809,34520,S,Broker,Authorized,2022-04-01,20:30,20:29,VBG,00:00,21:00,21:20,P,New York,10027,Bronx,10460,5.360000133514404
8811,15503,CX,E-Hail,Early Cancel,2022-04-01,06:00,06:00,,00:00,00:00,00:00,P,Queens,11691,Kings,11212,0.0
8814,16662,CX,E-Hail,Early Cancel,2022-04-01,16:15,16:09,,00:00,00:00,00:00,P,Bronx,10466,Bronx,10467,0.0
8819,56253,CX,E-Hail,Early Cancel,2022-04-01,05:30,05:46,,00:00,00:00,00:00,P,Bronx,10473,Bronx,10461,0.0
8826,57460,CX,E-Hail,Early Cancel,2022-04-01,06:59,06:59,,00:00,00:00,00:00,P,Queens,11691,Queens,11417,0.0
8830,1512,S,Primary,Completed,2022-04-01,10:00,10:29,MVT,10:38,10:38,11:01,P,Kings,11203-4060,Kings,11229,3.200000047683716
8836,20332,FA1,E-Hail,Customer Refusal,2022-04-01,08:57,09:51,,00:00,00:00,00:00,P,Queens,11436,Queens,11411,0.0
8838,19631,DELETED,Deleted,Fixed Route-Exclude,2022-04-01,11:00,00:00,,00:00,00:00,00:00,P,New York,10026,Bronx,10468,0.0
8845,40036,DELETED,Deleted,Fixed Route-Exclude,2022-04-01,16:00,00:00,,00:00,00:00,00:00,P,Queens,11375,Queens,11365,0.0
8855,15657,CX,E-Hail,Early Cancel,2022-04-01,05:10,04:05,,00:00,00:00,00:00,A,Queens,11433,New York,10035,0.0
8861,34784,S,Broker,Authorized,2022-04-01,11:00,11:00,VBG,11:09,11:03,11:41,P,New York,10128,New York,10001,4.760000228881836
8867,1512,CX,E-Hail,Early Cancel,2022-04-01,13:00,13:00,,00:00,00:00,00:00,P,Kings,11229,Kings,11238,0.0
8868,13024,FA1,E-Hail,Customer Refusal,2022-04-01,07:45,08:32,,00:00,00:00,00:00,P,Kings,11203,Kings,11216,0.0
8877,16693,FA1,E-Hail,Customer Refusal,2022-04-01,09:35,08:40,,00:00,00:00,00:00,P,Kings,11224,Kings,11220,0.0
8898,19791,S,Broker,Authorized,2022-04-01,16:50,16:50,VBH,16:53,16:06,18:06,P,Queens,11101,New York,10032,7.320000171661377
8906,13024,CX,E-Hail,Early Cancel,2022-04-01,07:30,07:30,,00:00,00:00,00:00,P,Kings,11203,Kings,11216,0.0
8918,25479,S,Primary,Completed,2022-04-01,09:25,10:00,MVT,10:10,10:10,10:52,P,Kings,11233,Kings,11230,6.300000190734863
8922,41474,FA1,E-Hail,Customer Refusal,2022-04-01,10:00,10:44,,00:00,00:00,00:00,P,New York,10026,Bronx,10468,0.0
8931,36721,CX,E-Hail,Early Cancel,2022-04-01,13:00,13:21,,00:00,00:00,00:00,P,Kings,11215,Kings,11214,0.0
8937,865,S,Broker,Authorized,2022-04-01,09:05,08:49,VBI,08:51,08:34,09:07,P,Kings,11207,Queens,11414,3.119999885559082
8951,13024,CX,E-Hail,Early Cancel,2022-04-01,10:00,10:20,,00:00,00:00,00:00,P,Kings,11216,Kings,11203,0.0
8954,3154,S,Broker,Authorized,2022-04-01,04:00,04:00,VBG,03:59,03:56,04:54,P,Kings,11224,Queens,11368,19.6299991607666
8957,57101,FA1,E-Hail,Customer Refusal,2022-04-01,17:00,17:53,,00:00,00:00,00:00,P,New York,10003,New York,10002,0.0
8965,57101,FA1,E-Hail,Customer Refusal,2022-04-01,17:01,16:34,,00:00,00:00,00:00,P,New York,10003,New York,10002,0.0
8966,865,FA1,E-Hail,Customer Refusal,2022-04-01,12:00,12:00,,00:00,00:00,00:00,P,Queens,11414,Kings,11207,0.0
8969,10304,CX,E-Hail,Early Cancel,2022-04-01,11:45,11:45,,00:00,00:00,00:00,P,Kings,11214,New York,10029,0.0
8970,3722,FA1,E-Hail,Customer Refusal,2022-04-01,11:15,10:37,,00:00,00:00,00:00,P,Richmond,10306,Richmond,10304,0.0
8977,11536,CX_L,E-Hail,Late Cancel,2022-04-01,04:15,04:15,,00:00,00:00,00:00,P,New York,10035,New York,10035,0.0
8980,55739,S,Broker,Authorized,2022-04-01,09:15,09:28,VBG,00:00,09:32,09:57,P,Queens,11368,Bronx,10461,10.210000038146973
8987,5738,S,Broker,Authorized,2022-04-01,09:30,09:37,VBG,10:20,10:17,10:25,P,Bronx,10452,Bronx,10451,1.0800000429153442
8884,7727,FA1,E-Hail,Customer Refusal,2022-04-01,11:15,10:53,,00:00,00:00,00:00,P,Kings,11201,Kings,11214,0.0
8888,24085,FA1,E-Hail,Customer Refusal,2022-04-01,12:15,13:02,,00:00,00:00,00:00,P,New York,10021,New York,10019,0.0
8909,54715,S,Broker,Authorized,2022-04-01,13:15,13:15,VBG,13:57,13:51,15:20,P,Bronx,10461,New York,10001,14.380000114440918
8914,16693,FA1,E-Hail,Customer Refusal,2022-04-01,09:20,10:05,,00:00,00:00,00:00,P,Kings,11224,Kings,11220,0.0
8927,19192,S,Broker,Authorized,2022-04-01,11:00,11:13,VBI,11:31,11:15,12:03,P,New York,10016,New York,10031,6.369999885559082
8938,32945,FA1,E-Hail,Customer Refusal,2022-04-01,26:35,27:22,,00:00,00:00,00:00,P,New York,10199,Queens,11434,0.0
8941,13024,FA1,E-Hail,Customer Refusal,2022-04-01,10:20,11:06,,00:00,00:00,00:00,P,Kings,11216,Kings,11203,0.0
8946,32945,FA1,E-Hail,Customer Refusal,2022-04-01,26:25,26:31,,00:00,00:00,00:00,P,New York,10199,Queens,11434,0.0
8950,57101,S,Primary,Completed,2022-04-01,12:30,12:30,MAG,12:54,12:50,13:11,P,New York,10002,New York,10003,1.5099999904632568
8975,7011,FA1,E-Hail,Customer Refusal,2022-04-01,18:30,19:23,,00:00,00:00,00:00,P,New York,10021,Kings,11233,0.0
8986,10304,CX,E-Hail,Early Cancel,2022-04-01,15:30,15:30,,00:00,00:00,00:00,P,New York,10029,Kings,11214,0.0
9012,38953,S,Broker,Authorized,2022-04-01,07:30,08:08,VBG,08:18,08:15,08:46,P,Queens,11413,Queens,11365,7.429999828338623
9022,16693,NSCNS,Primary,Customer no-show,2022-04-01,12:00,12:02,MAG,12:17,12:04,12:17,P,Kings,11220,Kings,11224,4.849999904632568
9026,13024,S,Broker,Authorized,2022-04-01,11:50,11:50,VBH,12:17,12:17,12:31,P,Kings,11203,Kings,11216,1.3600000143051147
9033,41994,S,Primary,Completed,2022-04-01,08:45,09:15,MAG,09:22,09:18,09:46,P,New York,10036,New York,10017,1.9700000286102295
9037,36515,FA1,E-Hail,Customer Refusal,2022-04-01,11:45,12:07,,00:00,00:00,00:00,P,Bronx,10468,Bronx,10469,0.0
9046,27615,FA1,E-Hail,Customer Refusal,2022-04-01,09:30,10:20,,00:00,00:00,00:00,P,Bronx,10475,New York,10022,0.0
9051,37916,S,Broker,Authorized,2022-04-01,05:30,05:30,VBG,05:41,05:40,06:09,P,Kings County,11213,New York County,10001,7.5
9057,22965,S,Primary,Completed,2022-04-01,18:00,17:59,GVC,18:11,18:05,18:38,P,Queens,11415,Queens,11428,6.159999847412109
9081,51185,S,Broker,Authorized,2022-04-01,07:45,07:44,VBG,08:47,08:47,08:48,P,Queens,11436,Kings,11210,11.329999923706055
9083,34462,FA1,E-Hail,Customer Refusal,2022-04-01,08:30,08:46,,00:00,00:00,00:00,P,New York,10024,New York,10023,0.0
9098,33987,S,Broker,Authorized,2022-04-01,11:45,11:45,VBG,10:06,10:02,10:30,P,Kings,11201,Kings,11226,4.909999847412109
9109,49917,CX,E-Hail,Early Cancel,2022-04-01,08:15,08:30,,00:00,00:00,00:00,P,Bronx,10475,Westchester,10550,0.0
9117,3316,FA1,E-Hail,Customer Refusal,2022-04-01,09:15,09:50,,00:00,00:00,00:00,P,Bronx,10466,New York,10463,0.0
9121,49917,FA1,E-Hail,Customer Refusal,2022-04-01,14:00,14:00,,00:00,00:00,00:00,P,Westchester,10550,Bronx,10475,0.0
9140,529,DELETED,Deleted,Fixed Route-Exclude,2022-04-01,12:15,00:00,,00:00,00:00,00:00,P,New York,10032,Queens,11375,0.0
9144,4209,S,Primary,Completed,2022-04-01,14:15,14:40,MAG,15:29,15:24,15:37,P,Richmond County,10314,Richmond County,10314,0.3400000035762787
9171,36368,CX_L,E-Hail,Late Cancel,2022-04-01,12:00,12:00,,00:00,00:00,00:00,P,New York,10010,Kings,11226,0.0
9173,56635,CX,E-Hail,Early Cancel,2022-04-01,15:00,15:00,,00:00,00:00,00:00,P,New York,10013,Bronx,10460,0.0
9188,49691,CX_L,E-Hail,Late Cancel,2022-04-01,13:30,13:37,,00:00,00:00,00:00,P,Bronx,10460,New York,10009,0.0
9199,4678,S,E-Hail,Authorized,2022-04-01,13:00,13:00,ISA,13:49,13:14,14:04,P,Richmond County,10301,Richmond County,10306,6.840000152587891
9204,43523,S,Broker,Authorized,2022-04-01,15:30,15:14,VBG,15:48,15:48,16:54,P,New York,10035,Bronx,10460,4.78000020980835
9208,46556,S,Primary,Completed,2022-04-01,12:45,12:45,MAG,13:06,13:05,13:30,P,Queens,11412,Queens,11429,1.2899999618530273
9211,53945,S,Broker,Authorized,2022-04-01,09:00,08:59,VBG,08:49,08:37,08:56,P,Queens,11375,Queens,11374,1.6399999856948853
9219,46346,CX,E-Hail,Early Cancel,2022-04-01,09:30,09:49,,00:00,00:00,00:00,P,Bronx,10462,New York,10029,0.0
9230,52386,TAXI,E-Hail,Authorized,2022-04-01,15:30,00:00,,00:00,00:00,00:00,P,New York,10019,New York,10025,0.0
9235,5161,CX,E-Hail,Early Cancel,2022-04-01,14:00,14:00,,00:00,00:00,00:00,P,New York,10036,New York,10002,0.0
10536,10553,CX,E-Hail,Early Cancel,2022-04-01,09:45,10:19,,00:00,00:00,00:00,P,Bronx,10459,Bronx,10452,0.0
10540,34234,S,Primary,Completed,2022-04-01,08:30,08:53,MVT,08:53,08:38,10:12,P,Richmond,10304,New York,10031,24.8799991607666
10549,8039,S,Primary,Completed,2022-04-01,12:00,12:00,ITA,11:54,00:00,12:40,P,Kings,11201,Kings,11234,7.5
10563,36634,FA1,E-Hail,Customer Refusal,2022-04-01,09:00,09:28,,00:00,00:00,00:00,P,Kings,11223,Richmond,10307,0.0
10569,57172,S,Primary,Completed,2022-04-01,08:00,08:00,GVC,07:59,07:47,08:59,P,Queens,11367,Kings,11223,17.760000228881836
10572,37353,S,Broker,Authorized,2022-04-01,11:00,11:00,VBG,10:47,00:00,11:12,P,Kings,11214,New York,10038,10.520000457763672
10580,53169,S,Broker,Authorized,2022-04-01,09:00,09:07,VBG,09:14,09:09,09:40,P,Kings,11203,Kings,11215,4.28000020980835
10581,21286,S,Primary,Completed,2022-04-01,11:30,09:50,MAG,09:54,09:51,10:40,A,Kings,11229,Richmond,10307,22.940000534057617
10585,51133,S,Primary,Completed,2022-04-01,26:00,25:51,MVT,25:37,25:36,26:00,P,Queens,11430,Queens,11691,4.449999809265137
10588,40288,FA1,E-Hail,Customer Refusal,2022-04-01,15:14,13:06,,00:00,00:00,00:00,A,Richmond,10307,Queens,11105,0.0
10625,40288,DELETED,Deleted,Fixed Route-Exclude,2022-04-01,12:11,00:00,,00:00,00:00,00:00,P,Richmond,10307,Queens,11105,0.0
10632,53964,S,Broker,Authorized,2022-04-01,08:45,08:45,VBG,09:02,08:59,09:25,P,Kings,11201,New York,10075,8.3100004196167
10636,37444,FA1,E-Hail,Customer Refusal,2022-04-01,10:30,09:35,,00:00,00:00,00:00,P,Queens,11692,New York,10022,0.0
10664,24085,S,Primary,Completed,2022-04-01,10:30,10:30,GVC,10:36,10:32,11:05,P,New York,10019,New York,10021,1.4299999475479126
10665,36759,S,Broker,Authorized,2022-04-01,17:30,17:46,VBG,18:58,18:01,19:39,P,New York,10016,Queens,11419,11.970000267028809
10686,2854,FA1,E-Hail,Customer Refusal,2022-04-01,18:30,19:02,,00:00,00:00,00:00,P,Kings County,11216,Bronx,10452,0.0
10687,38062,FA1,E-Hail,Customer Refusal,2022-04-01,05:00,04:05,,00:00,00:00,00:00,P,Kings,11221,Kings,11201,0.0
10697,13285,CX,E-Hail,Early Cancel,2022-04-01,17:00,16:59,,00:00,00:00,00:00,P,Queens,11365,Nassau,11042,0.0
10713,13285,CX,E-Hail,Early Cancel,2022-04-01,18:30,18:29,,00:00,00:00,00:00,P,Nassau,11042,Queens,11365,0.0
10720,39236,FA1,E-Hail,Customer Refusal,2022-04-01,22:05,21:10,,00:00,00:00,00:00,P,Bronx,10451,New York,10021,0.0
10745,1840,TAXI,E-Hail,Authorized,2022-04-01,14:30,00:00,,00:00,00:00,00:00,P,Kings,11234,Kings,11234,0.0
10759,1306,FA1,E-Hail,Customer Refusal,2022-04-01,05:30,04:52,,00:00,00:00,00:00,P,Bronx,10466,Queens,11105,0.0
10780,15545,CX,E-Hail,Early Cancel,2022-04-01,13:15,13:47,,00:00,00:00,00:00,P,Kings,11210,Kings County,11230,0.0
10783,45800,S,Broker,Authorized,2022-04-01,06:00,06:00,VBG,06:07,06:05,06:11,P,Queens,11436,Queens,11436,0.7300000190734863
10790,29945,TAXI,E-Hail,Authorized,2022-04-01,11:30,00:00,,00:00,00:00,00:00,P,New York,10002,New York,10016,0.0
10794,52467,S,Broker,Authorized,2022-04-01,10:30,10:32,VBG,10:45,10:43,11:26,P,New York,10027,Bronx,10454,2.75
10805,39830,TAXI,E-Hail,Authorized,2022-04-01,08:30,00:00,,00:00,00:00,00:00,P,New York,10012,New York,10016,0.0
10810,23076,FA1,E-Hail,Customer Refusal,2022-04-01,16:00,16:49,,00:00,00:00,00:00,P,Queens,11426,Bronx,10472,0.0
10814,54656,FA1,E-Hail,Customer Refusal,2022-04-01,10:00,10:52,,00:00,00:00,00:00,P,Bronx,10453,Bronx,10463,0.0
10815,39613,S,Broker,Authorized,2022-04-01,08:10,08:09,VBG,08:06,08:04,09:46,P,Bronx County,10462,New York County,10016,12.4399995803833
